"sum_insured_grouped","society_person","insured_age","type_of_boat","boat_age_grouped","extension_coverage_rent","extension_coverage_flood","extension_coverage_regatta","extension_coverage_sea_valve_obstruction","boat_length_grouped","construction_material","region_of_residence","number_of_claims_in_past_3_years","number_of_claims_in_past_5_years","number_of_years_with_no_claims","number_of_years_with_no_claims_grouped","time_on_book","total","weight","observed","fitted"
"000.007.000","Person","62","Motor","gr 026","No","No","No","No","gr 006","Other","Unknown","0","0","5","05","5","total",1.00273972602739,0,0.0258459928553623
"000.007.000","Person","62","Sail","gr 011","No","No","No","No","gr 006","VTR","Lombardia","0","0","1","01","1","total",1,0,0.0447108097057941
"000.007.000","Person","63","Motor","gr 003","No","Yes","No","No","gr 006","VTR","Veneto","0","0","0","00","0","total",0.99800883299647,0,0.0258765390615878
"000.007.000","Person","63","Motor","gr 005","No","No","No","No","gr 006","VTR","Puglia","0","0","0","00","0","total",0.99773935174787,0,0.0258695519069403
"000.007.000","Person","63","Motor","gr 005","No","Yes","No","No","gr 006","VTR","Veneto","0","0","0","00","0","total",0.99821094393292,0,0.0258817794275735
"000.007.000","Person","63","Motor","gr 006","No","No","No","No","gr 006","VTR","Lombardia","0","0","1","01","1","total",0.9985927090351,0,0.0251450714163312
"000.007.000","Person","63","Motor","gr 007","No","No","No","No","gr 006","VTR","Friuli-Venezia Giulia","0","0","0","00","0","total",0.99999999999999,0,0.0259281663709274
"000.007.000","Person","63","Motor","gr 008","No","No","No","No","gr 005","VTR","Lazio","0","0","0","00","0","total",0.99999999999999,0,0.0251805077173331
"000.007.000","Person","63","Motor","gr 009","No","No","No","No","gr 006","VTR","Unknown","0","0","1","01","1","total",0.90136986301369,0,0.0226969507917879
"000.007.000","Person","63","Motor","gr 009","No","Yes","No","No","gr 007","VTR","Lazio","0","0","0","00","0","total",1.00273972602738,0,0.0259992024431763
"000.007.000","Person","63","Motor","gr 010","No","No","No","No","gr 005","Rubberized textiles","Toscana","0","0","0","00","0","total",0.54520547945205,0,0.0141361783775741
"000.007.000","Person","63","Motor","gr 010","No","No","No","No","gr 005","VTR","Toscana","0","0","0","00","0","total",1.00273972602739,0,0.0259992024431766
"000.007.000","Person","63","Motor","gr 012","No","Yes","No","No","gr 005","Rubberized textiles","Unknown","0","0","1","01","1","total",0.99999999999999,0,0.0259281663709274
"000.007.000","Person","63","Motor","gr 012","No","Yes","No","No","gr 006","Rubberized textiles","Toscana","0","0","0","00","0","total",1.00273972602738,0,0.0259992024431763
"000.007.000","Person","63","Motor","gr 012","No","Yes","No","No","gr 006","VTR","Calabria","0","0","0","00","0","total",0.99999999999999,1,0.0259281663709274
"000.007.000","Person","63","Motor","gr 014","No","No","No","No","gr 006","VTR","Lazio","0","0","1","01","1","total",0.99999999999999,0,0.0259281663709274
"000.007.000","Person","63","Motor","gr 014","No","No","No","No","gr 006","VTR","Unknown","0","0","1","01","1","total",0.41917808219178,0,0.0108685190541149
"000.007.000","Person","63","Motor","gr 015","No","No","No","No","gr 006","Other","Unknown","0","0","1","01","1","total",0.99999999999999,0,0.0251805077173331
"000.007.000","Person","63","Motor","gr 015","No","No","No","No","gr 006","VTR","Lombardia","0","0","0","00","0","total",0.99900441649823,0,0.0259023527162576
"000.007.000","Person","63","Motor","gr 017","No","No","No","No","gr 006","VTR","Lazio","0","0","0","00","0","total",0.99999999999999,0,0.0259281663709274
"000.007.000","Person","63","Motor","gr 017","No","No","No","No","gr 006","VTR","Lombardia","0","0","0","00","0","total",0.99887716146418,0,0.0258990532265632
"000.007.000","Person","63","Motor","gr 018","No","No","No","No","gr 006","VTR","Lazio","0","0","0","00","0","total",0.16164383561643,0,0.00419112826269768
"000.007.000","Person","63","Motor","gr 019","No","No","No","No","gr 006","VTR","Lombardia","0","0","0","00","0","total",1.00273972602739,0,0.0259992024431766
"000.007.000","Person","63","Motor","gr 019","No","Yes","No","No","gr 006","VTR","Liguria","0","0","0","00","0","total",1.00273972602738,0,0.0259992024431763
"000.007.000","Person","63","Motor","gr 019","No","Yes","No","No","gr 006","VTR","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.0251805077173331
"000.007.000","Person","63","Motor","gr 020","No","No","No","No","gr 007","Rubberized textiles","Emilia-Romagna","0","0","1","01","1","total",0.43561643835616,0,0.0112947354876095
"000.007.000","Person","63","Motor","gr 043","No","No","No","No","gr 008","Wood","Puglia","0","0","0","00","0","total",0.92328767123287,0,0.0239391563479522
"000.007.000","Person","63","Sail","gr 012","No","No","No","No","gr 006","VTR","Unknown","0","0","2","02","2","total",0.6,0,0.0262073596649615
"000.007.000","Person","64","Motor","gr 000","No","No","No","No","gr 004","VTR","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.0245993689459311
"000.007.000","Person","64","Motor","gr 003","No","No","No","No","gr 006","Rubberized textiles","Sardegna","0","0","0","00","0","total",0.99879481997155,0,0.0252992455138966
"000.007.000","Person","64","Motor","gr 004","No","Yes","No","No","gr 006","VTR","Liguria","0","0","0","00","0","total",0.99814357362077,0,0.0252827495920226
"000.007.000","Person","64","Motor","gr 004","No","Yes","No","No","gr 006","VTR","Veneto","0","0","1","01","1","total",1.00273972602739,0,0.0253991690866268
"000.007.000","Person","64","Motor","gr 006","No","No","No","No","gr 006","VTR","Friuli-Venezia Giulia","0","0","1","01","1","total",0.99999999999999,0,0.0245993689459311
"000.007.000","Person","64","Motor","gr 006","No","Yes","No","No","gr 006","VTR","Veneto","0","0","1","01","1","total",1.00273972602739,0,0.0253991690866268
"000.007.000","Person","64","Motor","gr 007","No","No","No","No","gr 009","VTR","Sicilia","0","0","0","00","0","total",1.00273972602739,0,0.0246667644772899
"000.007.000","Person","64","Motor","gr 008","No","No","No","No","gr 006","VTR","Unknown","0","0","1","01","1","total",0.6958904109589,0,0.0176267457595716
"000.007.000","Person","64","Motor","gr 009","No","Yes","No","No","gr 006","VTR","Liguria","0","0","0","00","0","total",1.00273972602739,0,0.0253991690866268
"000.007.000","Person","64","Motor","gr 010","No","No","No","No","gr 006","VTR","Puglia","0","0","0","00","0","total",1.00273972602739,0,0.0253991690866268
"000.007.000","Person","64","Motor","gr 011","No","No","No","No","gr 007","VTR","Toscana","0","0","0","00","0","total",0.99949846545399,0,0.0253170686938521
"000.007.000","Person","64","Motor","gr 013","No","Yes","No","No","gr 005","Rubberized textiles","Unknown","0","0","2","02","2","total",0.47945205479452,0,0.0121444114485238
"000.007.000","Person","64","Motor","gr 013","No","Yes","No","No","gr 006","Rubberized textiles","Unknown","0","0","1","01","1","total",0.99999999999999,0,0.025329772449778
"000.007.000","Person","64","Motor","gr 014","No","Yes","No","No","gr 006","Rubberized textiles","Lombardia","0","0","0","00","0","total",1.00273972602739,0,0.0253991690866268
"000.007.000","Person","64","Motor","gr 015","No","No","No","No","gr 006","VTR","Unknown","0","0","2","02","2","total",0.41917808219178,0,0.0106176854378522
"000.007.000","Person","64","Motor","gr 016","No","No","No","No","gr 006","Other","Unknown","0","0","2","02","2","total",0.50958904109589,0,0.0125355688327212
"000.007.000","Person","64","Motor","gr 018","No","No","No","No","gr 006","VTR","Lombardia","0","0","0","00","0","total",0.99838311250841,0,0.0245595945339817
"000.007.000","Person","64","Motor","gr 020","No","No","No","No","gr 006","VTR","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.025329772449778
"000.007.000","Person","64","Motor","gr 021","No","No","No","No","gr 007","VTR","Toscana","0","0","0","00","0","total",1.00273972602738,0,0.0246667644772897
"000.007.000","Person","65","Motor","gr 004","No","No","No","No","gr 006","Rubberized textiles","Sardegna","0","0","0","00","0","total",0.99846545400104,0,0.0247072161799744
"000.007.000","Person","65","Motor","gr 005","No","No","No","No","gr 006","Rubberized textiles","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.0240316422262406
"000.007.000","Person","65","Motor","gr 005","No","Yes","No","No","gr 006","VTR","Liguria","0","0","1","01","1","total",1.00273972602739,0,0.0248129838482936
"000.007.000","Person","65","Motor","gr 005","No","Yes","No","No","gr 006","VTR","Veneto","0","0","0","00","0","total",0.99999999999999,0,0.0247451888104567
"000.007.000","Person","65","Motor","gr 006","No","No","No","No","gr 005","Rubberized textiles","Toscana","0","0","0","00","0","total",1.00273972602739,0,0.024097482341929
"000.007.000","Person","65","Motor","gr 007","No","No","No","No","gr 005","VTR","Lazio","0","0","1","01","1","total",0.99999999999999,0,0.0240316422262406
"000.007.000","Person","65","Motor","gr 007","No","No","No","No","gr 006","VTR","Friuli-Venezia Giulia","0","0","2","02","2","total",0.99865259375701,0,0.0239992618414759
"000.007.000","Person","65","Motor","gr 007","No","No","No","No","gr 006","VTR","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.0247451888104567
"000.007.000","Person","65","Motor","gr 007","No","No","No","No","gr 010","VTR","Puglia","0","0","0","00","0","total",0.99999999999999,0,0.0247451888104567
"000.007.000","Person","65","Motor","gr 008","No","No","No","No","gr 005","VTR","Lazio","0","0","0","00","0","total",0.56438356164383,0,0.0139657777943947
"000.007.000","Person","65","Motor","gr 008","No","No","No","No","gr 005","VTR","Lombardia","0","0","0","00","0","total",0.87397260273971,0,0.0216266170699606
"000.007.000","Person","65","Motor","gr 009","No","No","No","No","gr 006","VTR","Sicilia","0","0","0","00","0","total",0.99874242083988,0,0.0247140697766957
"000.007.000","Person","65","Motor","gr 010","No","Yes","No","No","gr 006","VTR","Liguria","0","0","1","01","1","total",0.99999999999999,0,0.0247451888104567
"000.007.000","Person","65","Motor","gr 011","No","No","No","No","gr 006","VTR","Unknown","0","0","1","01","1","total",0.99999999999999,0,0.0247451888104567
"000.007.000","Person","65","Motor","gr 012","No","No","No","No","gr 007","VTR","Toscana","0","0","1","01","1","total",1.00273972602739,0,0.0248129838482936
"000.007.000","Person","65","Motor","gr 015","No","Yes","No","No","gr 006","Rubberized textiles","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.0247451888104567
"000.007.000","Person","65","Motor","gr 018","No","No","No","No","gr 005","Wood","Veneto","0","0","0","00","0","total",0.99935623923945,0,0.0247292588288884
"000.007.000","Person","65","Motor","gr 018","No","No","No","No","gr 006","Rubberized textiles","Lazio","0","0","0","00","0","total",1.00273972602738,0,0.0248129838482934
"000.007.000","Person","65","Motor","gr 021","No","No","No","No","gr 006","VTR","Lombardia","0","0","0","00","0","total",0.99858522344486,0,0.0247101798974754
"000.007.000","Person","65","Motor","gr 021","No","Yes","No","No","gr 006","VTR","Liguria","0","0","0","00","0","total",0.96438356164383,0,0.0238638533185775
"000.007.000","Person","65","Motor","gr 026","No","No","No","No","gr 006","VTR","Toscana","0","0","0","00","0","total",0.99999999999999,0,0.0247451888104567
"000.007.000","Person","66","Motor","gr 005","No","No","No","No","gr 006","Rubberized textiles","Sardegna","0","0","1","01","1","total",1.00273972602738,0,0.024240327128648
"000.007.000","Person","66","Motor","gr 005","No","No","No","No","gr 006","VTR","Liguria","0","0","0","00","0","total",1.00273972602739,0,0.0235413386199964
"000.007.000","Person","66","Motor","gr 005","No","No","No","No","gr 006","VTR","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.0241740967266573
"000.007.000","Person","66","Motor","gr 006","No","No","No","No","gr 006","Rubberized textiles","Unknown","0","0","1","01","1","total",0.62191780821917,0,0.0146007755921835
"000.007.000","Person","66","Motor","gr 006","No","Yes","No","No","gr 006","VTR","Liguria","0","0","0","00","0","total",0.99999999999999,1,0.023477018022674
"000.007.000","Person","66","Motor","gr 006","No","Yes","No","No","gr 006","VTR","Unknown","0","0","1","01","1","total",0.72602739726027,0,0.0175510565275732
"000.007.000","Person","66","Motor","gr 008","No","No","No","No","gr 006","VTR","Lombardia","0","0","1","01","1","total",0.99657908526087,0,0.0240913992028601
"000.007.000","Person","66","Motor","gr 009","No","No","No","No","gr 005","VTR","Lazio","0","0","1","01","1","total",1.00273972602739,0,0.0242403271286482
"000.007.000","Person","66","Motor","gr 010","No","No","No","No","gr 006","VTR","Sicilia","0","0","1","01","1","total",1.00273972602738,0,0.024240327128648
"000.007.000","Person","66","Motor","gr 012","No","No","No","No","gr 006","VTR","Puglia","0","0","0","00","0","total",0.55616438356164,0,0.0134447716041409
"000.007.000","Person","66","Motor","gr 016","No","No","No","No","gr 005","VTR","Piemonte","0","0","0","00","0","total",1.00273972602739,0,0.0242403271286482
"000.007.000","Person","66","Motor","gr 016","No","Yes","No","No","gr 007","Rubberized textiles","Lombardia","0","0","0","00","0","total",0.9984205404596,0,0.0241359147189521
"000.007.000","Person","66","Motor","gr 023","No","No","No","No","gr 006","VTR","Piemonte","0","0","0","00","0","total",1.00273972602739,0,0.0235413386199964
"000.007.000","Person","66","Motor","gr 027","No","No","No","No","gr 006","VTR","Unknown","0","0","1","01","1","total",0.25479452054794,0,0.00615942738514823
"000.007.000","Person","67","Motor","gr 000","No","No","No","No","gr 005","VTR","Liguria","0","0","0","00","0","total",0.99842802604984,0,0.0228991404159681
"000.007.000","Person","67","Motor","gr 000","No","No","No","No","gr 005","Wood","Sicilia","0","0","0","00","0","total",0.99999999999999,0,0.0236161848279305
"000.007.000","Person","67","Motor","gr 004","No","No","No","No","gr 005","VTR","Toscana","0","0","0","00","0","total",1.00273972602738,0,0.0236808867041712
"000.007.000","Person","67","Motor","gr 006","No","No","No","No","gr 006","VTR","Lombardia","0","0","1","01","1","total",0.67671232876712,0,0.0159813634315037
"000.007.000","Person","67","Motor","gr 006","No","No","No","No","gr 006","VTR","Unknown","0","0","1","01","1","total",1.13424657534245,0,0.026105585879193
"000.007.000","Person","67","Motor","gr 007","No","Yes","No","No","gr 006","VTR","Unknown","1","1","0","00","1","total",0.67671232876712,0,0.0155205285041563
"000.007.000","Person","67","Motor","gr 008","No","No","No","No","gr 005","VTR","Lazio","0","0","0","00","0","total",0.08219178082191,0,0.00188508443370302
"000.007.000","Person","67","Motor","gr 008","No","No","No","No","gr 005","VTR","Lombardia","0","0","0","00","0","total",1.00273972602739,0,0.0236808867041714
"000.007.000","Person","67","Motor","gr 009","No","No","No","No","gr 006","VTR","Friuli-Venezia Giulia","0","0","0","00","0","total",1.00273972602739,0,0.0229980300911789
"000.007.000","Person","67","Motor","gr 009","No","Yes","No","No","gr 005","VTR","Liguria","0","0","0","00","0","total",0.99999999999999,0,0.0229351939433887
"000.007.000","Person","67","Motor","gr 010","No","No","No","No","gr 005","VTR","Lazio","0","0","2","02","2","total",0.99999999999999,0,0.0236161848279305
"000.007.000","Person","67","Motor","gr 011","No","Yes","No","No","gr 006","VTR","Emilia-Romagna","0","0","0","00","0","total",0.4,0,0.00944647393117228
"000.007.000","Person","67","Motor","gr 012","No","No","No","No","gr 006","VTR","Friuli-Venezia Giulia","0","0","0","00","0","total",0.99999999999999,0,0.0236161848279305
"000.007.000","Person","67","Motor","gr 012","No","No","No","No","gr 006","VTR","Toscana","0","0","0","00","0","total",0.99999999999999,0,0.0236161848279305
"000.007.000","Person","67","Motor","gr 017","No","No","No","No","gr 005","Rubberized textiles","Lombardia","0","0","0","00","0","total",1.00273972602739,0,0.0229980300911789
"000.007.000","Person","67","Motor","gr 017","No","No","No","No","gr 005","VTR","Unknown","0","0","1","01","1","total",0.99999999999999,0,0.0236161848279305
"000.007.000","Person","67","Motor","gr 024","No","No","No","No","gr 006","VTR","Piemonte","0","0","0","00","0","total",0.99999999999999,0,0.0229351939433887
"000.007.000","Person","68","Motor","gr 001","No","No","No","No","gr 005","Wood","Sicilia","0","0","1","01","1","total",0.99845048282056,0,0.0230353997883027
"000.007.000","Person","68","Motor","gr 004","No","No","No","No","gr 006","VTR","Toscana","0","0","0","00","0","total",0.99858522344486,0,0.0223741752693712
"000.007.000","Person","68","Motor","gr 008","No","No","No","No","gr 005","VTR","Veneto","0","0","1","01","1","total",0.99999999999999,0,0.0230711489299188
"000.007.000","Person","68","Motor","gr 008","No","Yes","No","No","gr 005","VTR","Liguria","0","0","1","01","1","total",0.53150684931506,0,0.0119088758017288
"000.007.000","Person","68","Motor","gr 009","No","No","No","No","gr 005","VTR","Liguria","0","0","0","00","0","total",0.53698630136986,0,0.0123888909322304
"000.007.000","Person","68","Motor","gr 009","No","No","No","No","gr 005","VTR","Lombardia","0","0","1","01","1","total",0.94794520547944,0,0.0218701850130189
"000.007.000","Person","68","Motor","gr 009","No","No","No","No","gr 005","VTR","Unknown","0","0","1","01","1","total",0.05205479452054,0,0.00120096391689971
"000.007.000","Person","68","Motor","gr 010","No","No","No","No","gr 006","Rubberized textiles","Lazio","0","0","0","00","0","total",1.00273972602739,0,0.0231343575571241
"000.007.000","Person","68","Motor","gr 010","No","No","No","No","gr 006","VTR","Emilia-Romagna","0","0","0","00","0","total",1.00273972602739,0,0.0224672605331586
"000.007.000","Person","68","Motor","gr 010","No","No","No","No","gr 006","VTR","Unknown","0","0","1","01","1","total",0.99999999999999,0,0.0224058745754177
"000.007.000","Person","68","Motor","gr 011","No","No","No","No","gr 005","VTR","Lazio","0","0","3","05","3","total",0.99845048282056,0,0.0230353997883027
"000.007.000","Person","68","Motor","gr 012","No","Yes","No","No","gr 006","VTR","Emilia-Romagna","0","0","1","01","1","total",1.00273972602739,0,0.0231343575571241
"000.007.000","Person","68","Motor","gr 013","No","No","No","No","gr 006","VTR","Unknown","0","0","1","01","1","total",1.15068493150684,0,0.026547623426208
"000.007.000","Person","68","Motor","gr 015","No","No","No","No","gr 005","Rubberized textiles","Lombardia","0","0","0","00","0","total",1.00273972602739,0,0.0224672605331586
"000.007.000","Person","68","Motor","gr 018","No","No","No","No","gr 005","Rubberized textiles","Unknown","0","0","1","01","1","total",0.99999999999999,0,0.0224058745754177
"000.007.000","Person","68","Motor","gr 018","No","No","No","No","gr 005","VTR","Unknown","0","0","2","02","2","total",0.66027397260273,0,0.0152332791564669
"000.007.000","Person","68","Motor","gr 020","No","No","No","No","gr 006","VTR","Lombardia","0","0","0","00","0","total",1.00273972602738,0,0.0224672605331584
"000.007.000","Person","68","Motor","gr 020","No","No","No","No","gr 007","VTR","Lombardia","0","0","0","00","0","total",1.00273972602738,0,0.0231343575571239
"000.007.000","Person","69","Motor","gr 002","No","No","No","No","gr 005","Wood","Sicilia","0","0","1","01","1","total",0.99880979115202,0,0.0225118661180259
"000.007.000","Person","69","Motor","gr 006","No","No","No","No","gr 006","VTR","Veneto","0","0","1","01","1","total",0.8,0,0.0180309534948078
"000.007.000","Person","69","Motor","gr 009","No","No","No","No","gr 005","VTR","Veneto","0","0","2","02","2","total",0.73424657534246,0,0.0160717553828109
"000.007.000","Person","69","Motor","gr 010","No","No","No","No","gr 005","VTR","Unknown","0","0","2","02","2","total",0.53698630136986,0,0.012102968784186
"000.007.000","Person","69","Motor","gr 010","No","No","No","No","gr 006","VTR","Lombardia","0","0","0","00","0","total",1.00273972602738,0,0.022600441709245
"000.007.000","Person","69","Motor","gr 011","No","No","No","No","gr 006","VTR","Unknown","0","0","1","01","1","total",0.99999999999999,0,0.0218887713236043
"000.007.000","Person","69","Motor","gr 011","No","No","No","No","gr 006","VTR","Unknown","0","0","2","02","2","total",0.50684931506849,0,0.0110943087530598
"000.007.000","Person","69","Motor","gr 011","No","Yes","No","No","gr 006","VTR","Liguria","0","0","0","00","0","total",1.00273972602739,0,0.0226004417092452
"000.007.000","Person","69","Motor","gr 016","No","No","No","No","gr 005","Other","Unknown","0","0","0","00","0","total",0.55068493150684,0,0.012411717987864
"000.007.000","Person","69","Motor","gr 019","No","No","No","No","gr 005","Rubberized textiles","Unknown","0","0","2","02","2","total",0.51232876712328,0,0.0112142472260657
"000.007.000","Person","69","Motor","gr 021","No","No","No","No","gr 006","VTR","Unknown","0","0","1","01","1","total",0.99999999999999,0,0.0218887713236043
"000.007.000","Person","69","Motor","gr 021","No","No","No","No","gr 006","VTR","Veneto","0","0","0","00","0","total",0.99999999999999,0,0.0218887713236043
"000.007.000","Person","69","Motor","gr 021","No","No","No","No","gr 007","VTR","Unknown","0","0","1","01","1","total",0.99999999999999,0,0.0225386918685095
"000.007.000","Person","70","Motor","gr 002","No","Yes","No","No","gr 005","VTR","Liguria","0","0","0","00","0","total",1.00273972602739,0,0.0214421874649074
"000.007.000","Person","70","Motor","gr 003","No","No","No","No","gr 005","Wood","Sicilia","0","0","2","02","2","total",1.00273972602739,0,0.0220788480592882
"000.007.000","Person","70","Motor","gr 006","No","No","No","No","gr 006","VTR","Liguria","0","0","0","00","0","total",0.12328767123287,0,0.0027146124663058
"000.007.000","Person","70","Motor","gr 007","No","No","No","No","gr 006","VTR","Lombardia","0","0","0","00","0","total",0.92602739726026,0,0.0198018015386302
"000.007.000","Person","70","Motor","gr 009","No","No","No","No","gr 007","VTR","Campania","0","0","0","00","0","total",0.99999999999999,0,0.0220185233378147
"000.007.000","Person","70","Motor","gr 009","No","Yes","No","No","gr 006","Rubberized textiles","Sardegna","0","0","0","00","0","total",0.99999999999999,0,0.0220185233378147
"000.007.000","Person","70","Motor","gr 010","No","No","No","No","gr 006","Rubberized textiles","Toscana","0","0","0","00","0","total",1.00273972602739,0,0.0214421874649074
"000.007.000","Person","70","Motor","gr 011","No","No","No","No","gr 006","VTR","Campania","0","0","0","00","0","total",0.99878733438131,0,0.0213576710939985
"000.007.000","Person","70","Motor","gr 011","No","No","No","No","gr 006","VTR","Unknown","0","0","1","01","1","total",0.99999999999999,0,0.0220185233378147
"000.007.000","Person","70","Motor","gr 012","No","Yes","No","No","gr 006","VTR","Unknown","0","0","1","01","1","total",0.99999999999999,0,0.0220185233378147
"000.007.000","Person","70","Motor","gr 013","No","No","No","No","gr 006","Rubberized textiles","Lombardia","0","0","0","00","0","total",1.00273972602739,0,0.0220788480592882
"000.007.000","Person","70","Motor","gr 013","No","No","No","No","gr 006","VTR","Lombardia","0","0","0","00","0","total",0.47123287671232,0,0.0100766564042733
"000.007.000","Person","70","Motor","gr 013","No","No","No","No","gr 007","Rubberized textiles","Calabria","0","0","0","00","0","total",0.42191780821917,0,0.00929000710691352
"000.007.000","Person","70","Motor","gr 016","No","No","No","No","gr 006","Rubberized textiles","Lombardia","0","0","1","01","1","total",0.99999999999999,0,0.0220185233378147
"000.007.000","Person","70","Motor","gr 017","No","No","No","No","gr 005","Other","Unknown","0","0","1","01","1","total",1.00273972602739,0,0.0220788480592882
"000.007.000","Person","70","Motor","gr 022","No","No","No","No","gr 006","VTR","Unknown","0","0","1","01","1","total",0.75068493150684,0,0.0160523479928541
"000.007.000","Person","70","Motor","gr 022","No","No","No","No","gr 007","VTR","Unknown","0","0","2","02","2","total",0.47945205479452,0,0.0105568262578565
"000.007.000","Person","70","Motor","gr 025","No","No","No","No","gr 005","VTR","Veneto","0","0","0","00","0","total",0.99846545400104,0,0.0213507881319737
"000.007.000","Person","70","Sail","gr 041","No","Yes","No","No","gr 008","VTR","Liguria","0","0","0","00","0","total",1.00273972602739,0,0.036121793243251
"000.007.000","Person","71","Motor","gr 001","No","No","No","No","gr 005","VTR","Sicilia","0","0","1","01","1","total",0.99999999999999,0,0.0215103597318912
"000.007.000","Person","71","Motor","gr 003","No","Yes","No","No","gr 005","VTR","Liguria","0","0","1","01","1","total",0.99999999999999,0,0.0208900919364212
"000.007.000","Person","71","Motor","gr 004","No","Yes","No","No","gr 005","Wood","Sicilia","0","0","0","00","0","total",0.99999999999999,0,0.0215103597318912
"000.007.000","Person","71","Motor","gr 008","No","No","No","No","gr 006","VTR","Veneto","0","0","0","00","0","total",1.00273972602739,0,0.0209473250650142
"000.007.000","Person","71","Motor","gr 009","No","No","No","No","gr 006","Rubberized textiles","Puglia","0","0","0","00","0","total",0.99999999999999,0,0.0208900919364212
"000.007.000","Person","71","Motor","gr 010","No","No","No","No","gr 007","VTR","Unknown","0","0","1","01","1","total",0.61369863013698,0,0.0132008783012154
"000.007.000","Person","71","Motor","gr 010","No","Yes","No","No","gr 006","Rubberized textiles","Unknown","0","0","1","01","1","total",0.62465753424657,0,0.01343660827088
"000.007.000","Person","71","Motor","gr 011","No","No","No","No","gr 005","Rubberized textiles","Sicilia","0","0","0","00","0","total",1.00273972602739,0,0.0209473250650142
"000.007.000","Person","71","Motor","gr 012","No","No","No","No","gr 006","VTR","Campania","0","0","0","00","0","total",0.99847293959127,0,0.0208581915040906
"000.007.000","Person","71","Motor","gr 012","No","No","No","No","gr 006","VTR","Unknown","0","0","2","02","2","total",0.63835616438356,0,0.0137312707329608
"000.007.000","Person","71","Motor","gr 013","No","No","No","No","gr 005","VTR","Friuli-Venezia Giulia","0","0","0","00","0","total",1.00273972602739,0,0.0215692922243074
"000.007.000","Person","71","Motor","gr 013","No","Yes","No","No","gr 006","VTR","Unknown","0","0","2","02","2","total",0.46027397260273,0,0.00990065872591147
"000.007.000","Person","71","Motor","gr 014","No","No","No","No","gr 005","VTR","Lombardia","0","0","1","01","1","total",0.99999999999999,0,0.0215103597318912
"000.007.000","Person","71","Motor","gr 014","No","No","No","No","gr 006","Rubberized textiles","Unknown","0","0","1","01","1","total",0.99999999999999,0,0.0215103597318912
"000.007.000","Person","71","Motor","gr 017","No","No","No","No","gr 005","Rubberized textiles","Veneto","0","0","0","00","0","total",0.99999999999999,0,0.0215103597318912
"000.007.000","Person","71","Motor","gr 018","No","No","No","No","gr 005","Other","Unknown","0","0","2","02","2","total",0.99999999999999,0,0.0215103597318912
"000.007.000","Person","71","Motor","gr 018","No","Yes","No","No","gr 006","VTR","Friuli-Venezia Giulia","1","1","0","00","1","total",0.99999999999999,0,0.0208900919364212
"000.007.000","Person","71","Motor","gr 026","No","No","No","No","gr 005","VTR","Veneto","0","0","0","00","0","total",0.99880230556178,0,0.0208650719894953
"000.007.000","Person","71","Motor","gr 028","No","Yes","No","No","gr 006","VTR","Piemonte","0","0","0","00","0","total",0.99999999999999,0,0.0208900919364212
"000.007.000","Person","71","Motor","gr 029","No","No","No","No","gr 005","VTR","Friuli-Venezia Giulia","0","0","0","00","0","total",0.99999999999999,0,0.0208900919364212
"000.007.000","Person","72","Motor","gr 002","No","No","No","No","gr 005","VTR","Unknown","0","0","2","02","2","total",0.47945205479452,0,0.0100751690363556
"000.007.000","Person","72","Motor","gr 004","No","Yes","No","No","gr 005","VTR","Liguria","0","0","2","02","2","total",0.99853282431319,0,0.020378029222424
"000.007.000","Person","72","Motor","gr 005","No","Yes","No","No","gr 005","Wood","Unknown","0","0","1","01","1","total",0.43287671232876,0,0.00909643832996667
"000.007.000","Person","72","Motor","gr 006","No","No","No","No","gr 005","VTR","Liguria","0","0","0","00","0","total",0.99904933003966,0,0.020993946683827
"000.007.000","Person","72","Motor","gr 009","No","No","No","No","gr 005","VTR","Liguria","0","0","0","00","0","total",0.99791152032337,0,0.0203653496684301
"000.007.000","Person","72","Motor","gr 009","No","No","No","No","gr 006","VTR","Veneto","0","0","1","01","1","total",0.99999999999999,0,0.0204079713017348
"000.007.000","Person","72","Motor","gr 010","No","No","No","No","gr 006","Rubberized textiles","Unknown","0","0","1","01","1","total",0.65479452054794,0,0.0133630277838757
"000.007.000","Person","72","Motor","gr 010","No","No","No","No","gr 006","VTR","Toscana","0","0","0","00","0","total",0.99769443820644,0,0.0203609194628177
"000.007.000","Person","72","Motor","gr 010","No","Yes","No","No","gr 006","Wood","Lombardia","0","0","0","00","0","total",1.00273972602739,0,0.0204638835518766
"000.007.000","Person","72","Motor","gr 012","No","No","No","No","gr 005","Rubberized textiles","Sicilia","0","0","1","01","1","total",0.99999999999999,0,0.0204079713017348
"000.007.000","Person","72","Motor","gr 014","No","No","No","No","gr 005","VTR","Unknown","0","0","1","01","1","total",0.99999999999999,0,0.021013923990113
"000.007.000","Person","72","Motor","gr 015","No","No","No","No","gr 006","Rubberized textiles","Unknown","0","0","2","02","2","total",0.75342465753424,0,0.0158324084857016
