"sum_insured_grouped","society_person","insured_age","type_of_boat","boat_age_grouped","extension_coverage_rent","extension_coverage_flood","extension_coverage_regatta","extension_coverage_sea_valve_obstruction","boat_length_grouped","construction_material","region_of_residence","number_of_claims_in_past_3_years","number_of_claims_in_past_5_years","number_of_years_with_no_claims","number_of_years_with_no_claims_grouped","time_on_book","total","weight","observed","fitted"
"000.002.000","Person","19","Motor","gr 020","No","Yes","No","No","gr 005","VTR","Liguria","0","0","0","00","0","total",0.9945205479452,0,0.0567933513020016
"000.002.000","Person","20","Motor","gr 021","No","Yes","No","No","gr 005","VTR","Unknown","0","0","0","00","0","total",0.12602739726027,0,0.00703085573532006
"000.002.000","Person","23","Motor","gr 023","No","Yes","No","No","gr 005","VTR","Liguria","0","0","0","00","0","total",0.6,0,0.0273611113662224
"000.002.000","Person","24","Motor","gr 023","No","Yes","No","No","gr 005","VTR","Liguria","0","0","0","00","0","total",0.92054794520547,0,0.0467764831769687
"000.002.000","Person","24","Motor","gr 029","No","Yes","No","No","gr 005","VTR","Liguria","0","0","0","00","0","total",0.08219178082191,0,0.00417647171222899
"000.002.000","Person","25","Motor","gr 024","No","Yes","No","No","gr 005","VTR","Liguria","0","0","0","00","0","total",0.99999999999999,0,0.0496410132506167
"000.002.000","Person","26","Motor","gr 025","No","Yes","No","No","gr 005","VTR","Unknown","0","0","1","01","1","total",0.55890410958904,0,0.0271042518508518
"000.002.000","Person","28","Motor","gr 006","No","Yes","No","No","gr 005","VTR","Lombardia","0","0","0","00","0","total",0.35068493150684,1,0.0162306604956437
"000.002.000","Person","29","Motor","gr 021","No","Yes","No","No","gr 005","VTR","Piemonte","0","0","0","00","0","total",0.99999999999999,0,0.0452145873796465
"000.002.000","Person","31","Motor","gr 005","No","Yes","No","No","gr 006","VTR","Veneto","0","0","0","00","0","total",0.99931881128826,0,0.0431222687380769
"000.002.000","Person","31","Motor","gr 014","No","No","No","No","gr 005","Other","Lombardia","0","0","0","00","0","total",1.00273972602739,0,0.0379355664284843
"000.002.000","Person","32","Motor","gr 027","No","Yes","No","No","gr 005","VTR","Liguria","0","0","0","00","0","total",0.04931506849315,0,0.00207891466727519
"000.002.000","Person","33","Motor","gr 025","No","Yes","No","No","gr 006","VTR","Liguria","0","0","0","00","0","total",1.00273972602739,0,0.0412956900150811
"000.002.000","Person","33","Sail","gr 003","No","No","No","No","gr 006","Other","Lombardia","0","0","0","00","0","total",0.99782917883074,1,0.0606923191160542
"000.002.000","Person","34","Motor","gr 011","No","No","No","No","gr 006","VTR","Veneto","0","0","0","00","0","total",0.57534246575342,0,0.0231474108495413
"000.002.000","Person","35","Motor","gr 012","No","No","No","No","gr 006","VTR","Veneto","0","0","1","01","1","total",1.00273972602739,0,0.0394115662427665
"000.002.000","Person","36","Motor","gr 013","No","No","No","No","gr 006","VTR","Veneto","0","0","0","00","0","total",0.99999999999999,0,0.0383967934016616
"000.002.000","Person","36","Motor","gr 028","No","Yes","No","No","gr 005","VTR","Liguria","0","0","0","00","0","total",1.00273972602739,0,0.0337554569147531
"000.002.000","Person","37","Motor","gr 009","No","No","No","No","gr 005","VTR","Lombardia","0","0","0","00","0","total",0.99753724081143,0,0.0374182574436987
"000.002.000","Person","37","Motor","gr 013","No","Yes","No","No","gr 006","Rubberized textiles","Lombardia","0","0","0","00","0","total",1.00273972602739,0,0.0376134059787042
"000.002.000","Person","37","Motor","gr 029","No","Yes","No","No","gr 005","VTR","Liguria","0","0","0","00","0","total",0.99999999999999,0,0.0328863181267846
"000.002.000","Person","38","Motor","gr 000","No","No","No","No","gr 006","VTR","Sicilia","0","0","0","00","0","total",1.00273972602739,0,0.0367453294178944
"000.002.000","Person","38","Motor","gr 009","No","No","No","No","gr 004","Rubberized textiles","Piemonte","0","0","0","00","0","total",1.00273972602739,0,0.0367453294178944
"000.002.000","Person","38","Motor","gr 010","No","No","No","No","gr 005","VTR","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.036644932342982
"000.002.000","Person","38","Motor","gr 014","No","Yes","No","No","gr 006","Rubberized textiles","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.036644932342982
"000.002.000","Person","38","Motor","gr 026","No","Yes","No","No","gr 005","VTR","Liguria","0","0","0","00","0","total",0.99999999999999,0,0.036644932342982
"000.002.000","Person","39","Motor","gr 007","No","Yes","No","No","gr 004","Rubberized textiles","Lombardia","0","0","0","00","0","total",0.51506849315068,0,0.0184390436579629
"000.002.000","Person","39","Motor","gr 015","No","Yes","No","No","gr 006","Rubberized textiles","Lombardia","0","0","0","00","0","total",0.99893704618608,0,0.035761154198172
"000.002.000","Person","41","Motor","gr 019","No","No","No","No","gr 004","Rubberized textiles","Lombardia","0","0","0","00","0","total",1.00273972602739,0,0.0342594665158071
"000.002.000","Person","42","Motor","gr 000","No","No","No","No","gr 004","Rubberized textiles","Lazio","0","0","0","00","0","total",0.99999999999999,0,0.0333773504396067
"000.002.000","Person","42","Motor","gr 000","No","No","No","No","gr 004","Rubberized textiles","Lombardia","0","0","0","00","0","total",0.06027397260273,0,0.00176377217901215
"000.002.000","Person","42","Motor","gr 020","No","No","No","No","gr 004","Rubberized textiles","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.0333773504396067
"000.002.000","Person","43","Motor","gr 000","No","Yes","No","No","gr 004","Rubberized textiles","Lazio","0","0","0","00","0","total",0.60547945205479,0,0.0197428911624032
"000.002.000","Person","43","Motor","gr 001","No","No","No","No","gr 004","Rubberized textiles","Lazio","0","0","1","01","1","total",0.99851036754247,0,0.0325584649388536
"000.002.000","Person","43","Motor","gr 007","No","No","No","No","gr 004","VTR","Lazio","0","0","0","00","0","total",0.99999999999999,0,0.0326070374401681
"000.002.000","Person","43","Motor","gr 009","No","No","No","No","gr 005","Other","Piemonte","0","0","0","00","0","total",0.58356164383561,0,0.0166824139795077
"000.002.000","Person","43","Motor","gr 009","No","No","No","No","gr 005","VTR","Lombardia","0","0","0","00","0","total",1.00273972602738,0,0.032696371789319
"000.002.000","Person","43","Motor","gr 021","No","No","No","No","gr 004","Rubberized textiles","Lombardia","0","0","0","00","0","total",0.99913167153229,0,0.0325787238213114
"000.002.000","Person","43","Motor","gr 026","No","Yes","No","No","gr 006","VTR","Liguria","0","0","0","00","0","total",0.99999999999999,0,0.0326070374401681
"000.002.000","Person","44","Motor","gr 008","No","No","No","No","gr 004","VTR","Lazio","0","0","1","01","1","total",0.99928886892731,0,0.0318318497016942
"000.002.000","Person","44","Motor","gr 009","No","No","No","No","gr 005","Rubberized textiles","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.0318545024281756
"000.002.000","Person","44","Motor","gr 010","No","No","No","No","gr 005","Other","Piemonte","0","0","1","01","1","total",1.00273972602739,0,0.0280039865049941
"000.002.000","Person","44","Motor","gr 010","No","No","No","No","gr 005","VTR","Lombardia","0","0","1","01","1","total",0.99999999999999,0,0.0318545024281756
"000.002.000","Person","44","Motor","gr 010","No","No","No","No","gr 006","Rubberized textiles","Toscana","0","0","0","00","0","total",0.98904109589041,0,0.0276214183833414
"000.002.000","Person","44","Motor","gr 022","No","Yes","No","No","gr 005","VTR","Lombardia","0","0","0","00","0","total",0.2849315068493,0,0.00907635137679486
"000.002.000","Person","44","Motor","gr 027","No","Yes","No","No","gr 006","VTR","Liguria","0","0","0","00","0","total",0.02191780821917,0,0.000698180875137846
"000.002.000","Person","45","Motor","gr 000","No","No","No","No","gr 005","VTR","Veneto","0","0","0","00","0","total",0.87123287671232,0,0.0237697918066559
"000.002.000","Person","45","Motor","gr 009","No","No","No","No","gr 004","VTR","Lazio","0","0","1","01","1","total",0.05464480874316,0,0.0017005101151356
"000.002.000","Person","45","Motor","gr 010","No","No","No","No","gr 005","Rubberized textiles","Lombardia","0","0","1","01","1","total",0.9984205404596,0,0.0310701833762613
"000.002.000","Person","45","Motor","gr 010","No","No","No","No","gr 006","VTR","Toscana","0","0","0","00","0","total",1.00273972602739,0,0.0312045935593346
"000.002.000","Person","45","Motor","gr 011","No","No","No","No","gr 005","Other","Piemonte","0","0","2","02","2","total",0.99999999999999,0,0.0272829371365704
"000.002.000","Person","45","Motor","gr 011","No","No","No","No","gr 005","VTR","Lombardia","0","0","2","02","2","total",0.99874242083988,0,0.0310802000796796
"000.002.000","Person","45","Motor","gr 011","No","No","No","No","gr 006","Rubberized textiles","Unknown","0","0","0","00","0","total",0.99999999999999,0,0.0272829371365704
"000.002.000","Person","46","Motor","gr 000","No","No","No","No","gr 004","Rubberized textiles","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.0304011346491589
"000.002.000","Person","46","Motor","gr 006","No","No","No","No","gr 004","Rubberized textiles","Campania","0","0","0","00","0","total",1.00273972602738,0,0.0304844254290194
"000.002.000","Person","46","Motor","gr 009","No","No","No","No","gr 005","VTR","Lombardia","0","0","0","00","0","total",2.00128003593082,0,0.05708305766701
"000.002.000","Person","46","Motor","gr 011","No","No","No","No","gr 005","Rubberized textiles","Lombardia","0","0","0","00","0","total",0.99883973351298,0,0.0303658612314584
"000.002.000","Person","46","Motor","gr 012","No","No","No","No","gr 005","Other","Piemonte","0","0","3","05","3","total",0.99839808368889,0,0.0266105802589741
"000.002.000","Person","46","Motor","gr 012","No","No","No","No","gr 006","Rubberized textiles","Unknown","0","0","1","01","1","total",0.06027397260273,0,0.0016064988622033
"000.002.000","Person","47","Motor","gr 010","No","No","No","No","gr 005","VTR","Lombardia","0","0","1","01","1","total",2.00233550415448,0,0.0558085007083601
"000.002.000","Person","47","Motor","gr 012","No","No","No","No","gr 005","Rubberized textiles","Lombardia","0","0","1","01","1","total",1.00273972602739,0,0.0297808779970304
"000.002.000","Person","47","Motor","gr 013","No","No","No","No","gr 005","Other","Piemonte","0","0","4","05","4","total",0.99886219028369,0,0.0260085214425655
"000.002.000","Person","48","Motor","gr 011","No","No","No","No","gr 005","VTR","Lombardia","0","0","0","00","0","total",0.99766449584549,0,0.0253778070018335
"000.002.000","Person","48","Motor","gr 014","No","No","No","No","gr 005","Other","Piemonte","0","0","5","05","5","total",1.00273972602739,0,0.0255069067268237
"000.002.000","Person","49","Motor","gr 012","No","No","No","No","gr 005","VTR","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.0248501524114144
"000.002.000","Person","50","Motor","gr 011","No","No","No","No","gr 005","VTR","Veneto","0","0","0","00","0","total",0.99999999999999,0,0.0242766378816982
"000.002.000","Person","51","Motor","gr 012","No","No","No","No","gr 005","VTR","Unknown","0","0","1","01","1","total",0.75890410958904,0,0.0179984426469035
"000.002.000","Person","52","Motor","gr 000","No","No","No","No","gr 004","Rubberized textiles","Lombardia","0","0","0","00","0","total",0.99840556927913,0,0.0263847928817506
"000.002.000","Person","52","Motor","gr 000","No","No","No","No","gr 005","Rubberized textiles","Toscana","0","0","0","00","0","total",0.9989220750056,0,0.0231440371683803
"000.002.000","Person","52","Motor","gr 021","No","No","No","No","gr 006","VTR","Veneto","0","0","0","00","0","total",0.99999999999999,0,0.0264269287888696
"000.002.000","Person","52","Motor","gr 024","No","Yes","No","No","gr 005","VTR","Liguria","0","0","0","00","0","total",0.21643835616438,0,0.00571980102553611
"000.002.000","Person","53","Motor","gr 001","No","No","No","No","gr 004","Rubberized textiles","Lombardia","0","0","0","00","0","total",1.04257055168798,0,0.026916068926247
"000.002.000","Person","53","Motor","gr 010","No","No","No","No","gr 004","VTR","Lombardia","0","0","0","00","0","total",1.00273972602738,1,0.0258877555453116
"000.002.000","Person","54","Motor","gr 039","No","Yes","No","No","gr 005","VTR","Liguria","0","0","0","00","0","total",1.00273972602739,0,0.0252902942621304
"000.002.000","Person","55","Motor","gr 020","No","No","No","No","gr 006","Rubberized textiles","Lombardia","0","0","0","00","0","total",1.00273972602739,0,0.0216607843765522
"000.002.000","Person","56","Motor","gr 008","No","No","No","No","gr 005","VTR","Liguria","0","0","0","00","0","total",0.5917808219178,0,0.014244444436065
"000.002.000","Person","56","Motor","gr 021","No","No","No","No","gr 006","Rubberized textiles","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.0211030603935225
"000.002.000","Person","56","Sail","gr 024","No","No","No","No","gr 007","VTR","Lombardia","0","0","0","00","0","total",1.00273972602739,0,0.0406605326470222
"000.002.000","Person","57","Motor","gr 004","No","No","No","No","gr 004","Rubberized textiles","Lombardia","0","0","0","00","0","total",0.85205479452054,0,0.0175659826709595
"000.002.000","Person","57","Motor","gr 009","No","No","No","No","gr 005","VTR","Liguria","0","0","1","01","1","total",1.00273972602739,0,0.0235793773841207
"000.002.000","Person","57","Motor","gr 013","No","No","No","No","gr 004","Rubberized textiles","Lazio","0","0","0","00","0","total",1.00273972602739,0,0.020672506937528
"000.002.000","Person","57","Sail","gr 025","No","No","No","No","gr 007","VTR","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.0396136012974561
"000.002.000","Person","58","Motor","gr 010","No","No","No","No","gr 005","VTR","Liguria","0","0","2","02","2","total",0.99999999999999,0,0.0229722532817144
"000.002.000","Person","59","Motor","gr 011","No","No","No","No","gr 005","VTR","Liguria","0","0","3","05","3","total",0.99837562691817,0,0.0224056243160446
"000.002.000","Person","60","Motor","gr 018","No","No","No","No","gr 005","VTR","Liguria","0","0","0","00","0","total",0.99999999999999,0,0.0219241398225155
"000.002.000","Person","60","Motor","gr 019","No","No","No","No","gr 009","VTR","Emilia-Romagna","0","0","0","00","0","total",0.56164383561643,0,0.0107955400463834
"000.002.000","Person","61","Motor","gr 019","No","No","No","No","gr 005","VTR","Liguria","0","0","0","00","0","total",0.99937121041994,0,0.0214046869732576
"000.002.000","Person","61","Motor","gr 020","No","Yes","No","No","gr 005","VTR","Liguria","0","0","0","00","0","total",0.57260273972602,0,0.0122640939383425
"000.002.000","Person","62","Motor","gr 013","No","No","No","No","gr 007","Wood","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.0209238467407904
"000.002.000","Person","63","Motor","gr 000","No","No","No","No","gr 004","Rubberized textiles","Unknown","0","0","0","00","0","total",0.53698630136986,0,0.0109765085699947
"000.002.000","Person","63","Motor","gr 002","No","No","No","No","gr 005","Other","Lombardia","0","0","0","00","0","total",0.56164383561643,0,0.0114805319226984
"000.002.000","Person","63","Motor","gr 014","No","No","No","No","gr 007","Wood","Lombardia","0","0","0","00","0","total",0.99790403473313,0,0.0203981035667724
"000.002.000","Person","64","Motor","gr 001","No","No","No","No","gr 004","Rubberized textiles","Unknown","0","0","1","01","1","total",1.00273972602739,0,0.0200239023383293
"000.002.000","Person","64","Motor","gr 003","No","No","No","No","gr 005","Other","Lombardia","0","0","1","01","1","total",1.00273972602739,0,0.0200239023383293
"000.002.000","Person","65","Motor","gr 002","No","No","No","No","gr 004","Rubberized textiles","Unknown","0","0","2","02","2","total",0.99999999999999,1,0.0195083249532361
"000.002.000","Person","65","Motor","gr 004","No","No","No","No","gr 005","Other","Lombardia","0","0","2","02","2","total",0.99999999999999,0,0.0195083249532361
"000.002.000","Person","65","Motor","gr 022","No","No","No","No","gr 005","VTR","Lombardia","0","0","0","00","0","total",1.00273972602739,1,0.0195617724188614
"000.002.000","Person","65","Motor","gr 023","No","No","No","No","gr 006","VTR","Veneto","0","0","0","00","0","total",0.99999999999999,0,0.0195083249532361
"000.002.000","Person","66","Motor","gr 001","No","Yes","No","No","gr 004","VTR","Lombardia","0","0","0","00","0","total",0.9945205479452,0,0.0189536660875571
"000.002.000","Person","66","Motor","gr 005","No","No","No","No","gr 005","Other","Lombardia","0","0","3","05","3","total",0.9984579684108,0,0.0190287058169076
"000.002.000","Person","66","Motor","gr 006","No","No","No","No","gr 004","Other","Liguria","0","0","0","00","0","total",0.99898195972752,0,0.0190386920926768
"000.002.000","Person","67","Motor","gr 002","No","Yes","No","No","gr 004","Other","Lazio","0","0","0","00","0","total",0.62465753424657,0,0.0116300325656389
"000.002.000","Person","67","Motor","gr 003","No","No","No","No","gr 004","Rubberized textiles","Toscana","0","0","0","00","0","total",1.00273972602738,0,0.018669262802736
"000.002.000","Person","67","Motor","gr 007","No","No","No","No","gr 004","Other","Liguria","0","0","1","01","1","total",1.00273972602738,0,0.018669262802736
"000.002.000","Person","67","Motor","gr 020","No","No","No","No","gr 006","VTR","Emilia-Romagna","0","0","0","00","0","total",0.99999999999999,0,0.0186182538879746
"000.002.000","Person","68","Motor","gr 004","No","No","No","No","gr 004","Rubberized textiles","Toscana","0","0","1","01","1","total",0.99999999999999,0,0.0181885648081686
"000.002.000","Person","68","Motor","gr 008","No","No","No","No","gr 004","Other","Liguria","0","0","0","00","0","total",0.99999999999999,0,0.0159462748339469
"000.002.000","Person","68","Motor","gr 009","No","No","No","No","gr 006","VTR","Lombardia","0","0","0","00","0","total",0.99838311250841,0,0.0181591559452405
"000.002.000","Person","68","Motor","gr 010","No","No","No","No","gr 004","Rubberized textiles","Lombardia","0","0","0","00","0","total",0.50136986301369,0,0.00911919824628721
"000.002.000","Person","68","Motor","gr 022","No","No","No","No","gr 004","VTR","Liguria","0","0","0","00","0","total",0.99999999999999,0,0.0181885648081686
"000.002.000","Person","69","Motor","gr 005","No","No","No","No","gr 004","Rubberized textiles","Toscana","0","0","2","02","2","total",0.99869750729844,0,0.0177456487631426
"000.002.000","Person","69","Motor","gr 010","No","No","No","No","gr 006","VTR","Lombardia","0","0","1","01","1","total",1.00273972602738,0,0.0178174741089189
"000.002.000","Person","69","Motor","gr 011","No","No","No","No","gr 004","Rubberized textiles","Lombardia","0","0","1","01","1","total",1.00273972602739,0,0.017817474108919
"000.002.000","Person","70","Motor","gr 000","No","No","No","No","gr 005","Other","Lombardia","1","1","0","00","0","total",0.7577588142825,0,0.011532121486384
"000.002.000","Person","70","Motor","gr 001","No","No","No","No","gr 005","Other","Lombardia","1","1","0","00","1","total",1.00273972602738,0,0.0152604181196104
"000.002.000","Person","70","Motor","gr 012","No","No","No","No","gr 004","Rubberized textiles","Lombardia","0","0","2","02","2","total",0.99999999999999,0,0.0173587080524917
"000.002.000","Person","70","Motor","gr 027","No","Yes","No","No","gr 005","VTR","Liguria","0","0","0","00","0","total",0.83835616438356,0,0.0127587102311499
"000.002.000","Person","71","Motor","gr 002","No","No","No","No","gr 005","VTR","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.0148674913895157
"000.002.000","Person","71","Motor","gr 009","No","No","No","No","gr 004","VTR","Friuli-Venezia Giulia","0","0","0","00","0","total",0.99862265139605,0,0.0169347307239419
"000.002.000","Person","71","Motor","gr 010","No","No","No","No","gr 006","Wood","Veneto","0","0","0","00","0","total",1.99738752900665,1,0.0338718733325351
"000.002.000","Person","71","Motor","gr 012","No","No","No","No","gr 004","Rubberized textiles","Lombardia","0","0","0","00","0","total",0.99862265139605,0,0.0148470136710063
"000.002.000","Person","72","Motor","gr 003","No","No","No","No","gr 005","VTR","Unknown","0","0","1","01","1","total",0.63561643835616,0,0.00923192568126223
"000.002.000","Person","72","Motor","gr 007","No","No","No","No","gr 005","Rubberized textiles","Emilia-Romagna","0","0","0","00","0","total",0.99999999999999,0,0.0165667136703558
"000.002.000","Person","72","Motor","gr 011","No","No","No","No","gr 004","Other","Emilia-Romagna","0","0","0","00","0","total",1.00273972602739,0,0.0166121019269869
"000.002.000","Person","72","Motor","gr 011","No","No","No","No","gr 006","Wood","Veneto","0","0","1","01","1","total",1.00273972602738,0,0.0166121019269868
"000.002.000","Person","73","Motor","gr 007","No","No","No","No","gr 004","VTR","Sicilia","0","0","0","00","0","total",1.00273972602738,0,0.016228712655705
"000.002.000","Person","73","Motor","gr 008","No","No","No","No","gr 005","Rubberized textiles","Emilia-Romagna","0","0","1","01","1","total",0.99886219028369,0,0.0161659571751319
"000.002.000","Person","73","Sail","gr 030","No","No","No","No","gr 006","VTR","Lombardia","0","0","0","00","0","total",1.00273972602739,0,0.0273391044693043
"000.002.000","Person","74","Motor","gr 007","No","No","No","No","gr 004","VTR","Lazio","0","0","0","00","0","total",0.50410958904109,0,0.00797040320493914
"000.002.000","Person","74","Motor","gr 008","No","No","No","No","gr 004","VTR","Unknown","0","0","1","01","1","total",0.99999999999999,0,0.0158108541837108
"000.002.000","Person","74","Motor","gr 020","No","No","No","No","gr 004","VTR","Liguria","0","0","0","00","0","total",0.99999999999999,0,0.0158108541837108
"000.002.000","Person","75","Motor","gr 009","No","No","No","No","gr 004","VTR","Unknown","0","0","2","02","2","total",0.48767123287671,0,0.0075325488152048
"000.002.000","Person","75","Motor","gr 010","No","No","No","No","gr 006","VTR","Friuli-Venezia Giulia","0","0","0","00","0","total",0.53698630136986,0,0.00727174828063643
"000.002.000","Person","75","Motor","gr 013","No","No","No","No","gr 007","VTR","Veneto","0","0","0","00","0","total",0.4958904109589,0,0.00765950188512396
"000.002.000","Person","76","Motor","gr 011","No","No","No","No","gr 006","VTR","Friuli-Venezia Giulia","0","0","1","01","1","total",1.00273972602739,0,0.0132654911597676
"000.002.000","Person","77","Motor","gr 012","No","No","No","No","gr 006","VTR","Friuli-Venezia Giulia","0","0","2","02","2","total",0.99999999999999,0,0.0129239300030775
"000.002.000","Person","77","Motor","gr 025","No","No","No","No","gr 007","Wood","Veneto","0","0","0","00","0","total",0.64383561643835,0,0.00949093025534108
"000.002.000","Person","77","Motor","gr 026","No","No","No","No","gr 005","Rubberized textiles","Lombardia","0","0","0","00","0","total",1.00273972602739,0,0.0147816190359781
"000.002.000","Person","78","Motor","gr 008","No","No","No","No","gr 004","VTR","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.0144010204712605
"000.002.000","Person","78","Motor","gr 027","No","No","No","No","gr 005","Rubberized textiles","Unknown","0","0","1","01","1","total",0.99999999999999,0,0.0144010204712605
"000.002.000","Person","79","Motor","gr 009","No","No","No","No","gr 004","VTR","Unknown","0","0","1","01","1","total",0.70136986301369,0,0.0098673345288293
"000.002.000","Person","79","Motor","gr 012","No","No","No","No","gr 006","VTR","Sicilia","0","0","0","00","0","total",0.9976869526162,0,0.0140361190801837
"000.002.000","Person","79","Motor","gr 028","No","No","No","No","gr 005","Rubberized textiles","Unknown","0","0","2","02","2","total",0.50410958904109,0,0.00709214669259606
"000.002.000","Person","80","Motor","gr 027","No","No","No","No","gr 005","Wood","Lombardia","0","0","0","00","0","total",1.00273972602739,0,0.0137816258674196
"000.002.000","Person","80","Sail","gr 037","No","Yes","No","No","gr 009","VTR","Lombardia","0","0","0","00","0","total",1.00273972602739,0,0.0232167096269215
"000.002.000","Person","81","Motor","gr 028","No","No","No","No","gr 005","Wood","Lombardia","0","0","0","00","0","total",0.99999999999999,0,0.0134267752240734
"000.002.000","Person","82","Motor","gr 029","No","No","No","No","gr 005","Wood","Lombardia","0","0","0","00","0","total",0.18904109589041,0,0.00247963311925568
"000.002.000","Society","Unknown","Motor","gr 001","No","No","No","No","gr 004","Rubberized textiles","Unknown","0","0","0","00","0","total",0.99862265139605,0,0.0181890113970844
"000.002.000","Society","Unknown","Motor","gr 001","No","Yes","No","No","gr 007","VTR","Emilia-Romagna","0","0","0","00","0","total",1.00273972602739,0,0.0182640002001997
"000.002.000","Society","Unknown","Motor","gr 002","No","No","No","No","gr 004","Rubberized textiles","Veneto","0","0","0","00","0","total",0.90958904109588,0,0.014524918846395
"000.002.000","Society","Unknown","Motor","gr 002","No","Yes","No","No","gr 007","VTR","Emilia-Romagna","0","0","1","01","1","total",0.99999999999999,0,0.0182140985603084
"000.002.000","Society","Unknown","Motor","gr 003","No","No","No","No","gr 004","Rubberized textiles","Veneto","0","0","0","00","0","total",0.0931506849315,0,0.0016966557563026
"000.002.000","Society","Unknown","Motor","gr 003","No","No","No","No","gr 004","Rubberized textiles","Veneto","0","0","1","01","1","total",0.99999999999999,0,0.0182140985603084
"000.002.000","Society","Unknown","Motor","gr 003","No","No","No","No","gr 005","VTR","Unknown","0","0","0","00","0","total",0.58356164383561,0,0.0106290492968375
"000.002.000","Society","Unknown","Motor","gr 004","No","No","No","No","gr 004","Rubberized textiles","Veneto","0","0","2","02","2","total",0.9984579684108,0,0.0181860118449598
"000.002.000","Society","Unknown","Motor","gr 006","No","No","No","No","gr 004","Rubberized textiles","Liguria","0","0","0","00","0","total",0.9989220750056,0,0.01819446512822
"000.002.000","Society","Unknown","Motor","gr 007","No","No","No","No","gr 004","VTR","Unknown","0","0","0","00","0","total",0.99895201736656,0,0.0181950105013337
"000.002.000","Society","Unknown","Motor","gr 007","No","No","No","No","gr 006","VTR","Unknown","0","0","0","00","0","total",0.63835616438355,0,0.0116270820946626
"000.002.000","Society","Unknown","Motor","gr 007","No","No","No","No","gr 008","Rubberized textiles","Liguria","0","0","0","00","0","total",1.00273972602739,0,0.0182640002001997
"000.002.000","Society","Unknown","Motor","gr 008","No","No","No","No","gr 006","VTR","Unknown","0","0","0","00","0","total",0.36438356164383,0,0.00663691810553701
"000.002.000","Society","Unknown","Motor","gr 008","No","No","No","No","gr 008","Rubberized textiles","Unknown","0","0","1","01","1","total",0.99999999999999,0,0.0182140985603084
"000.002.000","Society","Unknown","Motor","gr 009","No","No","No","No","gr 008","Rubberized textiles","Unknown","0","0","2","02","2","total",0.17534246575342,0,0.00319370495304033
"000.002.000","Society","Unknown","Motor","gr 011","No","Yes","No","No","gr 006","Rubberized textiles","Lombardia","0","0","0","00","0","total",1,0,0.0182140985603086
"000.002.000","Society","Unknown","Motor","gr 015","No","No","No","No","gr 005","Rubberized textiles","Unknown","0","0","0","00","0","total",0.43561643835616,0,0.0079343607427097
"000.002.000","Society","Unknown","Motor","gr 016","No","No","No","No","gr 005","Rubberized textiles","Unknown","0","0","0","00","0","total",1.00273972602739,0,0.0182640002001997
"000.002.000","Society","Unknown","Motor","gr 018","No","No","No","No","gr 004","VTR","Unknown","0","0","0","00","0","total",0.99752975522119,0,0.0181691052784393
"000.002.000","Society","Unknown","Motor","gr 020","No","No","No","No","gr 010","VTR","Unknown","0","0","0","00","0","total",0.91232876712328,0,0.0166172460837883
"000.002.000","Society","Unknown","Motor","gr 021","No","No","No","No","gr 008","VTR","Unknown","0","0","0","00","0","total",0.99903435885919,0,0.018196510277396
"000.002.000","Society","Unknown","Motor","gr 021","No","No","No","No","gr 010","VTR","Unknown","0","0","0","00","0","total",1.00273972602739,0,0.0182640002001997
"000.002.000","Society","Unknown","Motor","gr 023","No","No","No","No","gr 010","VTR","Unknown","0","0","0","00","0","total",0.99981286024402,0,0.0182106899783487
"000.002.000","Society","Unknown","Motor","gr 024","No","Yes","No","No","gr 005","VTR","Unknown","0","0","0","00","0","total",0.99922149861516,0,0.0181999188593558
"000.002.000","Society","Unknown","Motor","gr 026","No","No","No","No","gr 005","Rubberized textiles","Unknown","0","0","0","00","0","total",0.99999999999999,0,0.0182140985603084
"000.002.000","Society","Unknown","Motor","gr 027","No","No","No","No","gr 006","VTR","Unknown","0","0","0","00","0","total",0.99931132569802,0,0.0182015549786964
"000.002.000","Society","Unknown","Motor","gr 028","No","No","No","No","gr 005","VTR","Unknown","0","0","0","00","0","total",1.2862040571899,0,0.0234270474663257
"000.002.000","Society","Unknown","Motor","gr 028","No","No","No","No","gr 006","VTR","Unknown","0","0","0","00","0","total",0.99864510816677,0,0.0181894204269196
"000.002.000","Society","Unknown","Motor","gr 028","No","Yes","No","No","gr 005","VTR","Unknown","0","0","0","00","0","total",0.93102028594954,0,0.0169576952499316
"000.002.000","Society","Unknown","Motor","gr 028","No","Yes","No","No","gr 006","VTR","Unknown","0","0","0","00","0","total",1.15984729395911,0,0.0211255729270785
"000.002.000","Society","Unknown","Motor","gr 029","No","No","No","No","gr 005","VTR","Unknown","0","0","0","00","0","total",0.9979564338648,0,0.0181768768453076
"000.002.000","Society","Unknown","Motor","gr 030","No","Yes","No","No","gr 005","VTR","Unknown","0","0","0","00","0","total",0.06830601092896,0,0.0012441324153216
